Company,Rank,Year,Industry,Headquarters_state,Revenue_mil,profit_mil
Whirlpool Corporation,160,2005,"Electronics, Electrical Equipment",MI,13220,1850.8
The Chubb Corporation,161,2005,Insurance: Property and Casualty (Stock),NJ,13177.2,1844.808
Humana Inc.,162,2005,Health Care: Insurance and Managed Care,KY,13104.3,1834.602
FirstEnergy Corp.,163,2005,Utilities: Gas and Electric,OH,12949,1812.86
Solectron Corporation,164,2005,Semiconductors and Other Electronic Components,CA,12903.2,1806.448
"The Williams Companies, Inc.",165,2005,Energy,OK,12814.7,1794.058
Texas Instruments Incorporated,166,2005,Semiconductors and Other Electronic Components,TX,12580,1761.2
"Constellation Energy Group, Inc.",167,2005,Energy,MD,12549.7,1756.958
"Waste Management, Inc.",168,2005,Waste Management,TX,12516,1752.24
Tenet Healthcare Corporation,169,2005,Health Care: Medical Facilities,TX,12496,1749.44
Masco Corporation,170,2005,"Home Equipment, Furnishings",MI,12431,1740.34
MBNA Corporation,171,2005,Commercial Banks,DE,12327,1725.78
PacifiCare Health Systems Inc.,172,2005,Health Care: Insurance and Managed Care,CA,12276.8,1718.752
"Nike, Inc.",173,2005,Apparel,OR,12253.1,1715.434
Union Pacific Corporation,174,2005,Railroads,NE,12215,1710.1
Sanmina-SCI Corporation,175,2005,Semiconductors and Other Electronic Components,CA,12204.6,1708.644
"Marsh & McLennan Companies, Inc.",176,2005,Diversified Financials,NY,12159,1702.26
Tesoro Corporation,177,2005,Petroleum Refining,TX,12139.2,1699.488
TRW Automotive Holdings Corp.,178,2005,Motor Vehicles & Parts,MI,12011,1681.54
"The DirecTV Group, Inc.",179,2005,Telecommunications,CA,11904.9,1666.686
The Southern Company,180,2005,Utilities: Gas and Electric,GA,11902,1666.28
"Pulte Homes, Inc.",181,2005,Homebuilders,MI,11735.8,1643.012
"Winn-Dixie Stores, Inc.",182,2005,Food & Drug Stores,FL,11732.9,1642.606
"Illinois Tool Works, Inc.",183,2005,Industrial and Farm Equipment,IL,11731.4,1642.396
Kohl's Corporation,184,2005,General Merchandisers,WI,11700.6,1638.084
"Health Net, Inc.",185,2005,Health Care: Insurance and Managed Care,CA,11646.4,1630.496
Occidental Petroleum Corporation,186,2005,"Mining, Crude-Oil Production",CA,11611,1625.54
Paccar Inc.,188,2005,Motor Vehicles & Parts,WA,11396.3,1595.482
Nucor Corporation,189,2005,Metals,NC,11376.8,1592.752
Northwest Airlines Corporation,190,2005,Airlines,MN,11279,1579.06
United Services Automobile Association,191,2005,Insurance: Property and Casualty (Stock),TX,11272.8,1578.192
Edison International,192,2005,Specialty Retailers,NJ,11231,1572.34
TransMontaigne Inc.,193,2005,Pipelines,CO,11215.4,1570.156
"Sun Microsystems, Inc.",194,2005,"Computers, Office Equipment",CA,11185,1565.9
TXU Corp.,195,2005,Energy,TX,11161,1562.54
PG&E Corporation,196,2005,Utilities: Gas and Electric,CA,11080,1551.2
"General Mills, Inc.",197,2005,Food Consumer Products,MN,11070,1549.8
CHS Inc.,198,2005,Wholesalers: Food and Grocery,MN,11050.6,1547.084
"Public Service Enterprise Group, Inc.",199,2005,Utilities: Gas and Electric,NJ,11034,1544.76
Burlington Northern Santa Fe Corp.,200,2005,Railroads,TX,10946,1532.44
Dana Corporation,201,2005,Motor Vehicles & Parts,OH,10939,1531.46
"The Pepsi Bottling Group, Inc.",202,2005,Beverages,NY,10906,1526.84
"D.R. Horton, Inc.",203,2005,Homebuilders,TX,10840.8,1517.712
Centex Corporation,204,2005,Homebuilders,TX,10825.3,1515.542
Dean Foods Company,205,2005,Food Consumer Products,TX,10822.3,1515.122
Capital One Financial Corporation,206,2005,Commercial Banks,VA,10694.6,1497.244
"Arrow Electronics, Inc",207,2005,Wholesalers: Electronics and Office Equipment,NY,10646.1,1490.454
UnumProvident Corporation,208,2005,"Insurance: Life, Health (Stock)",TN,10611.1,1485.554
"CenterPoint Energy, Inc.",209,2005,Utilities: Gas and Electric,TX,10610.4,1485.456
Colgate-Palmolive Company,210,2005,Household and Personal Products,NY,10584.2,1481.788
National City Corporation,211,2005,Commercial Banks,OH,10559.9,1478.386
"Amgen, Inc",212,2005,Pharmaceuticals,CA,10550,1477
"FPL Group, Inc.",213,2005,Utilities: Gas and Electric,FL,10522,1473.08
Lennar Corporation,214,2005,Homebuilders,FL,10504.9,1470.686
Gillette Company,215,2005,Household and Personal Products,MA,10477,1466.78
Textron Inc.,216,2005,Aerospace & Defense,RI,10312,1443.68
"Avnet, Inc.",217,2005,Wholesalers: Electronics and Office Equipment,AZ,10244.7,1434.258
Aon Corporation,218,2005,Diversified Financials,IL,10205,1428.7
Aramark Corporation,219,2005,Diversified Outsourcing Services,PA,10192.2,1426.908
Oracle Corporation,220,2005,Computer Software,CA,10156,1421.84
Entergy Corporation,221,2005,Utilities: Gas and Electric,LA,10123.7,1417.318
"Smithfield Foods, Inc.",222,2005,Food Consumer Products,VA,10107.3,1415.022
First Data Corporation,223,2005,Computer And Data Services,CO,10101.3,1414.182
"Marriott International, Inc.",224,2005,"Hotels, Casinos, Resorts",MD,10099,1413.86
"United Auto Group, Inc.",225,2005,"Automotive Retailing, Services",MI,10010.8,1401.512
The AES Corporation,226,2005,Utilities: Gas and Electric,VA,9887,1384.18
Eaton Corporation,227,2005,Industrial and Farm Equipment,OH,9817,1374.38
"Consolidated Edison, Inc.",228,2005,Utilities: Gas and Electric,NY,9791,1370.74
"Progress Energy, Inc.",229,2005,Utilities: Gas and Electric,NC,9772,1368.08
Omnicom Group Inc.,230,2005,"Advertising, Marketing",NY,9747.2,1364.608
"Circuit City Stores, Inc.",231,2005,Specialty Retailers,VA,9745.4,1364.356
"Continental Airlines, Inc.",232,2005,Airlines,TX,9744,1364.16
Navistar International Corporation,233,2005,Motor Vehicles & Parts,IL,9724,1361.36
Kellogg Company,234,2005,Food Consumer Products,MI,9613.9,1345.946
Sempra Energy,235,2005,Utilities: Gas and Electric,CA,9611,1345.54
"PPG Industries, Inc.",236,2005,Chemicals,PA,9513,1331.82
Baxter International,237,2005,Medical Products and Equipment,IL,9509,1331.26
"American Standard Companies, Inc.",238,2005,Industrial and Farm Equipment,NJ,9508.8,1331.232
"Clear Channel Communications, Inc.",239,2005,Entertainment,TX,9418.5,1318.59
"Limited Brands, Inc.",240,2005,Specialty Retailers,OH,9408.3,1317.162
Fluor,241,2005,Engineering & Construction,CA,9380.3,1313.242
Calpine Corporation,242,2005,Energy,CA,9264.9,1297.086
Devon Energy Corporation,243,2005,"Mining, Crude-Oil Production",OK,9189,1286.46
"ArvinMeritor, Inc.",244,2005,Motor Vehicles & Parts,MI,9114,1275.96
Genuine Parts Company,245,2005,Wholesalers: Diversified,GA,9097.3,1273.622
"Medtronic, Inc.",246,2005,Medical Products and Equipment,MN,9087.2,1272.208
Lucent Technologies Inc.,247,2005,Network and Other Communications Equipment,NJ,9045,1266.3
"International Steel Group, Inc.",248,2005,Metals,OH,9015.9,1262.226
"Yum! Brands, Inc.",249,2005,Food Services,KY,9011,1261.54
"Reliant Energy, Inc.",250,2005,Energy,TX,8916.5,1248.31
Guardian Life Ins. Co. of America,251,2005,"Insurance: Life, Health (Mutual)",NY,8892.8,1244.992
Ashland Inc.,252,2005,Chemicals,KY,8781,1229.34
"Principal Financial Group, Inc.",253,2005,"Insurance: Life, Health (Stock)",IA,8755.6,1225.784
Liberty Media Corporation,254,2005,Entertainment,CO,8638,1209.32
Murphy Oil Corporation,255,2005,Petroleum Refining,AR,8634.4,1208.816
Xcel Energy Inc.,256,2005,Utilities: Gas and Electric,MN,8506.7,1190.938
Cummins,257,2005,Industrial and Farm Equipment,IN,8438,1181.32
"The Bear Stearns Companies, Inc.",258,2005,Securities,NY,8421.9,1179.066
H.J. Heinz Company,259,2005,Food Consumer Products,PA,8414.5,1178.03
"Enterprise Products Partners, L.P.",260,2005,Pipelines,TX,8321.2,1164.968
"Fidelity National Financial, Inc.",261,2005,Insurance: Property and Casualty (Stock),FL,8296,1161.44
Smurfit-Stone Container Corporation,262,2005,"Packaging, Containers",IL,8291,1160.74
"Apple Computer, Inc.",263,2005,"Computers, Office Equipment",CA,8279,1159.06
Schering-Plough Corporation,264,2005,Pharmaceuticals,NJ,8272,1158.08
ALLTEL Corporation,265,2005,Telecommunications,AR,8246.1,1154.454
EMC Corporation,266,2005,Computer Peripherals,MA,8229.5,1152.13
MeadWestvaco Corporation,267,2005,Forest and Paper Products,CT,8227,1151.78
Unocal Corporation,268,2005,"Mining, Crude-Oil Production",CA,8217,1150.38
CSX,269,2005,Railroads,FL,8187,1146.18
"Applied Materials, Inc.",270,2005,Semiconductors and Other Electronic Components,CA,8013.1,1121.834
"Kinder Morgan Energy Partners, L.P.",271,2005,Pipelines,TX,7932.9,1110.606
"Sonic Automotive, INC.",272,2005,"Automotive Retailing, Services",NC,7886,1104.04
"SunTrust Banks, Inc.",273,2005,Commercial Banks,GA,7822.8,1095.192
Dillard's Inc.,274,2005,General Merchandisers,AR,7816.3,1094.282
R.R. Donnelley & Sons Company,275,2005,"Publishing, Printing",IL,7790.5,1090.67
Science Applications International Corporation,276,2005,Computer And Data Services,CA,7761,1086.54
"Automatic Data Processing, Inc.",277,2005,Computer And Data Services,NJ,7754.9,1085.686
"Avon Products, Inc.",278,2005,Household and Personal Products,NY,7747.8,1084.692
"Land O'Lakes, Inc.",279,2005,Food Consumer Products,MN,7742.2,1083.908
Dollar General Corporation,280,2005,General Merchandisers,TN,7660.9,1072.526
"Air Products & Chemicals, Inc",281,2005,Chemicals,PA,7411.4,1037.596
"Assurant, Inc.",282,2005,"Insurance: Life, Health (Stock)",NY,7403.5,1036.49
"Gannett Co., Inc.",283,2005,"Publishing, Printing",VA,7381.3,1033.382
"BJ's Wholesale Club, Inc.",284,2005,Specialty Retailers,MA,7375.3,1032.542
Safeco Corporation,285,2005,Insurance: Property and Casualty (Stock),WA,7335.9,1027.026
Norfolk Southern Corporation,286,2005,Railroads,VA,7312,1023.68
Rohm and Haas Company,287,2005,Chemicals,PA,7300,1022
"Pepco Holdings, Inc.",288,2005,Utilities: Gas and Electric,DC,7221.8,1011.052
"Crown Holdings, Inc.",289,2005,"Packaging, Containers",PA,7199,1007.86
Agilent Technologies Inc.,290,2005,"Scientific, Photographic and Control Equipment",CA,7181,1005.34
Echostar Communications Corporation,291,2005,Telecommunications,CO,7151.2,1001.168
Owens-Illinois,292,2005,"Packaging, Containers",OH,7146.4,1000.496
"The Bank of New York Company, Inc.",293,2005,Commercial Banks,NY,7144,1000.16
"Nordstrom, Inc.",294,2005,General Merchandisers,WA,7131.4,998.396
"US Airways Group, Inc.",295,2005,Airlines,VA,7117,996.38
DTE Energy Company,296,2005,Utilities: Gas and Electric,MI,7114,995.96
Campbell Soup Co.,297,2005,Food Consumer Products,NJ,7109,995.26
Phelps Dodge Corporation,299,2005,Metals,AZ,7089.3,992.502
KB Home,300,2005,Homebuilders,CA,7052.7,987.378
"Fortune Brands, Inc.",301,2005,"Home Equipment, Furnishings",IL,7021.2,982.968
Keyspan Corporation,302,2005,Utilities: Gas and Electric,NY,6989.1,978.474
Amazon.Com Inc.,303,2005,Specialty Retailers,WA,6921.1,968.954
Newell Rubbermaid Inc.,304,2005,"Home Equipment, Furnishings",GA,6919.6,968.744
"L-3 Communications Holdings, Inc.",305,2005,Aerospace & Defense,NY,6897,965.58
Danaher,306,2005,"Scientific, Photographic and Control Equipment",DC,6889.3,964.502
Yellow Roadway Corporation,307,2005,"Trucking, Truck Leasing",KS,6767.5,947.45
"ITT Industries, Inc.",308,2005,Industrial and Farm Equipment,NY,6764.1,946.974
The First American Corporation,309,2005,Insurance: Property and Casualty (Stock),CA,6722.3,941.122
Northeast Utilities,310,2005,Utilities: Gas and Electric,CT,6686.7,936.138
NiSource Inc.,311,2005,Utilities: Gas and Electric,IN,6666.2,933.268
BB&T Corporation,312,2005,Commercial Banks,NC,6666,933.24
American Family Ins. Group,313,2005,Insurance: Property and Casualty (Stock),WI,6654.6,931.644
El Paso Corporation,314,2005,Pipelines,TX,6640,929.6
"Praxair, Inc.",315,2005,Chemicals,CT,6594,923.16
Eastman Chemical,316,2005,Chemicals,TN,6580,921.2
Fifth Third Bancorp,317,2005,Commercial Banks,OH,6579,921.06
Southwest Airlines Co.,318,2005,Airlines,TX,6530,914.2
Thrivent Financial for Lutherans,319,2005,"Insurance: Life, Health (Mutual)",MN,6445.2,902.328
"Saks, Incorporated",320,2005,General Merchandisers,AL,6437.3,901.222
Reynolds American Inc.,321,2005,Tobacco,NC,6437,901.18
"Cox Communications, Inc.",322,2005,Telecommunications,GA,6425,899.5
PNC Financial Services Group Inc.,323,2005,Commercial Banks,PA,6315,884.1
"Jabil Circuit, Inc.",324,2005,Semiconductors and Other Electronic Components,FL,6252.9,875.406
IAC/INTERACTIVECORP,325,2005,Specialty Retailers,NY,6192.7,866.978
Federal-Mogul Corporation,326,2005,Motor Vehicles & Parts,MI,6184.1,865.774
Dynegy Inc.,327,2005,Energy,TX,6153,861.42
Performance Food Group Company,328,2005,Wholesalers: Food and Grocery,VA,6148.9,860.846
"Autoliv, Inc.",329,2005,Motor Vehicles & Parts,UT,6143.9,860.146
Baker Hughes Incorporated,330,2005,"Oil and Gas Equipment, Services",TX,6134.8,858.872
The Sherwin-Williams Company,331,2005,Chemicals,OH,6113.8,855.932
"Interpublic Group of Companies, Inc.",332,2005,"Advertising, Marketing",NY,6077.4,850.836
Anadarko Petroleum Corp.,333,2005,"Mining, Crude-Oil Production",TX,6067,849.38
V.F. Corporation,334,2005,Apparel,NC,6054.5,847.63
Barnes & Noble Inc.,335,2005,Specialty Retailers,NY,6007.7,841.078
"Oneok, Inc.",336,2005,Energy,OK,5988.1,838.334
NCR Corporation,337,2005,"Computers, Office Equipment",OH,5984,837.76
Lyondell Chemical Company,338,2005,Chemicals,TX,5968,835.52
CNF Inc.,339,2005,Transportation and Logistics,CA,5902.2,826.308
"Mohawk Industries, Inc.",340,2005,Textiles,GA,5880.4,823.256
State Street Corporation,341,2005,Commercial Banks,MA,5861,820.54
"WellChoice, Inc.",342,2005,Health Care: Insurance and Managed Care,NY,5827,815.78
Unisys Corporation,343,2005,Computer And Data Services,PA,5820.7,814.898
PPL Corporation,344,2005,Utilities: Gas and Electric,PA,5812,813.68
SPX Corporation,345,2005,"Electronics, Electrical Equipment",NC,5795.6,811.384
The Est_e Lauder Companies Inc.,346,2005,Household and Personal Products,NY,5790.4,810.656
CDW Corporation,347,2005,Wholesalers: Electronics and Office Equipment,IL,5737.8,803.292
Tribune Company,348,2005,"Publishing, Printing",IL,5726.2,801.668
Owens Corning,349,2005,"Building Materials, Glass",OH,5675,794.5
"AutoZone, Inc.",350,2005,Specialty Retailers,TN,5637,789.18
World Fuel Services Corporation,351,2005,Wholesalers: Diversified,FL,5635.4,788.956
Boston Scientific Corporation,352,2005,Medical Products and Equipment,MA,5624,787.36
Burlington Resources Inc.,353,2005,"Mining, Crude-Oil Production",TX,5618,786.52
Dover Corporation,354,2005,Industrial and Farm Equipment,NY,5573.2,780.248
KeyCorp,355,2005,Commercial Banks,OH,5564,778.96
CMS Energy Corporation,356,2005,Utilities: Gas and Electric,MI,5483,767.62
Monsanto Company,357,2005,Chemicals,MO,5478,766.92
"Asbury Automotive Group, Inc.",358,2005,"Automotive Retailing, Services",NY,5468.2,765.548
The Black & Decker Corporation,359,2005,Industrial and Farm Equipment,MD,5464.6,765.044
Ball Corporation,360,2005,"Packaging, Containers",CO,5440.2,761.628
"Group 1 Automotive, Inc.",361,2005,"Automotive Retailing, Services",TX,5435,760.9
Allied Waste Industries,362,2005,Waste Management,AZ,5375.4,752.556
Lincoln National Corporation,363,2005,"Insurance: Life, Health (Stock)",PA,5371.3,751.982
Pilgrim's Pride Corporation,364,2005,Food Production,TX,5363.7,750.918
"Foot Locker, Inc.",365,2005,Specialty Retailers,NY,5355,749.7
Avery Dennison Corporation,366,2005,Chemicals,CA,5340.9,747.726
Apache Corporation,367,2005,"Mining, Crude-Oil Production",TX,5332.6,746.564
"Harley-Davidson, Inc.",368,2005,Transportation Equipment,WI,5320.5,744.87
"Dole Food Company, Inc.",369,2005,Food Consumer Products,CA,5316.2,744.268
"Lexmark International, Inc.",370,2005,Computer Peripherals,KY,5313.8,743.932
Coventry Health Care Inc.,371,2005,Health Care: Insurance and Managed Care,MD,5312,743.68
Starbucks Corporation,372,2005,Food Services,WA,5294.2,741.188
"Family Dollar Stores, Inc.",373,2005,General Merchandisers,NC,5281.9,739.466
AGCO Corporation,374,2005,Industrial and Farm Equipment,GA,5273.3,738.262
"The McGraw-Hill Companies, Inc.",375,2005,"Publishing, Printing",NY,5254.4,735.616
AK Steel Holding Corporation,376,2005,Metals,OH,5243.1,734.034
Brunswick Corporation,377,2005,Transportation Equipment,IL,5229.3,732.102
SLM Corporation,378,2005,Diversified Financials,VA,5217.5,730.45
Kerr-McGee Corporation,379,2005,"Mining, Crude-Oil Production",OK,5178.7,725.018
Ameren Corporation,380,2005,Utilities: Gas and Electric,MO,5160,722.4
"Ryder System, Inc.",381,2005,"Trucking, Truck Leasing",FL,5150.3,721.042
Quest Diagnostics Incorporated,382,2005,Health Care: Pharmacy and Other Services,NJ,5126.6,717.724
"Mattel, Inc.",383,2005,"Toys, Sporting Goods",CA,5102.8,714.392
"Leggett & Platt, Incorporated",384,2005,Furniture,MO,5085.5,711.97
"W.W. Grainger, Inc.",385,2005,Wholesalers: Diversified,IL,5049.8,706.972
"Darden Restaurants, Inc.",386,2005,Food Services,FL,5003.4,700.476
"Advanced Micro Devices, Inc.",387,2005,Semiconductors and Other Electronic Components,CA,5001.4,700.196
"Becton, Dickinson and Company",388,2005,Medical Products and Equipment,NJ,4995.3,699.342
"Kelly Services, Inc.",389,2005,Temporary Help,MI,4984.1,697.774
"Charter Communications, Inc.",390,2005,Telecommunications,MO,4977,696.78
Mellon Financial Corp.,391,2005,Commercial Banks,PA,4960,694.4
Pitney Bowes Inc.,392,2005,"Computers, Office Equipment",CT,4957.4,694.036
WPS Resources Corp.,393,2005,Energy,WI,4950.8,693.112
Cablevision Systems Corporation,394,2005,Telecommunications,NY,4932.9,690.606
Pacific LifeCorp,395,2005,"Insurance: Life, Health (Stock)",CA,4930,690.2
"Harrah's Entertainment, Inc.",396,2005,"Hotels, Casinos, Resorts",NV,4928,689.92
OGE Energy Corp,397,2005,Utilities: Gas and Electric,OK,4927.4,689.836
"Qualcomm, Inc.",398,2005,Network and Other Communications Equipment,CA,4916,688.24
RadioShack Corporation,399,2005,Specialty Retailers,TX,4841.2,677.768
Energy East Corporation,400,2005,Utilities: Gas and Electric,NY,4818.5,674.59
Caesars Entertainment,401,2005,"Hotels, Casinos, Resorts",NV,4805,672.7
Hormel Foods Corporation,402,2005,Food Consumer Products,MN,4779.9,669.186
Parker-Hannifin Corporation,403,2005,Wholesalers: Food and Grocery,WI,4777.3,668.822
Commercial Metals Company,404,2005,Metals,TX,4768.3,667.562
Temple-Inland Inc.,405,2005,"Packaging, Containers",TX,4767,667.38
Auto-Owners Insurance Group,407,2005,Insurance: Property and Casualty (Mutual),MI,4736.8,663.152
